message,label
"Chào mn, Mình vô đây cảnh báo mọi người về tụi TPBank bảo mật như cc Vợ mình hồi giờ chỉ dùng thẻ này trên Apple Pay mà vẫn bị lộ thông tin Tụi hacker nó lấy thanh toán ad FB vào sáng ngày nghỉ lễ, lúc ngân hàng đóng cửa",0
"Đã báo cho bank rồi, không biết bao giờ được hoàn",0
bây giờ ko có thẻ dập nổi nữa đâu bạn,-1
giờ nó cũng in thôi nhưng loại in cao cấp hơn nó đỡ xấu hơn thôi chứ vẫn là xấu,-1
"mặt trc nó in quá nhiều thông tin gây rối, số thẻ nên in ra đằng sau",-1
Thẻ Uniq bọn Sacom ko chịu làm nhé các thím,-1
Đã liên lạc với chi nhánh và tổng đài đều bị gợi ý sang loại thẻ khác,-1
thẻ này HN siêu khó mở SG thì dễ hơn,0
các bác xem trong sheet r làm thẻ theo nhu cầu nhé,0
thìm làm đc ko?,0
mình thấy cashback ở HN mở dễ mà,0
Thẻ nào mua trả góp ổn mấy fen,0
"Lâu lâu mua mấy đồ như robot hút bụi, máy rửa bát, cây lau nhà...cho khoẻ",1
Còn gọi duyệt hồ sơ cũng đc cơ mà thấy ký tá nhiều quá,-1
"Ls trả góp của mình hồi ra trường tới giờ 1 tủ lạnh, 1 điều hoà, 1 điện thoại android.. trả đều, đầy đủ nên đôi bên cũng dzui dze",1
"Thẻ VP bank shopee đi thím, vừa trả góp 0% mà lại đc cash back ở shopee",1
"Mình hay mua điện máy thôi, tỉnh lẻ nên đồ lớn mua điện máy có gì hú tụi nó tới cho dễ, đồ nhỏ thì mua shopee, cũng mới làm 2 cái đt trên shopee cho vk và mẹ, trả thẳng",-1
e k phải là sale thẻ uniq cơ bác,-1
"Trường con mình đóng học phí qua viettel money, và cà thẻ trực tiếp thì có thẻ nào cashback ko các bác",0
"max 9 tháng bác ah, 12 tháng thì 0,8%/tháng, mà lãi nó tính theo gốc chứ k phải kiểu dư nợ giảm dần nên khả năng có công thức tính thì sẽ cao hơn nếu tính 9 tháng!",0
"hiện tại đang có chương trình miễn phí thường niên bên vcb,thím nào chưa có thẻ bên nào hoặc có thẻ rồi thì thường sẽ phải làm theo hình thức cầm cố để phát hành thì có thể inb mình hỗ trợ nhé (chủ yếu ở hà nội )",0
tiki sao mở dc cao vậy bạn,0
hồi tikinow còn mình mua cháy máy luôn giờ mỗi năm mua 1 con ip trả góp gỡ phí thường niên chứ ko còn đồ gì rẻ trên tiki nưã,1
liên hệ sale đổi thẻ sacombank khác thử chứ phí thường niên cao xỉu,-1
"Chắc do thím mở thẻ lâu rồi, thông tin có sự thay đổi nên không thực hiện online được",0
Thím dùng sđt đăng ký với Sacombank gọi lên 24/7 để họ check lại nha,1
SĐT 1800585888,1
Có thẻ HdBank liên kết với petrolimex đó,0
Giờ có hoàn đâu thím,0
"Ơ, tự gạch",0
Nó đổi chính sách rồi à,-1
Chắc ko bù lỗ nổi thím ạ,0
Ô tô tháng đổ 3-4 củ là bình thường bù lỗ nào đc,0
"Hồi tôi đổ xăng petrolimex có trò tích điểm, đổ 1 năm là tích được 1 lần đổ xăng cho xe máy, thơm phức",1
"VIB supercard dễ mà, vợ mình cũng mới làm, cake thì mới thay đổi quy định, tiêu 5tr/tháng trở lên nó mới cashback, đang tỉnh bỏ :v MSB signature check choác căng phết, mình chắc chưa đạt điều kiện nên ku sale phím trả lời (thu nhập 50tr+, trình độ trên ĐH (cao học), vân vân mây mây ...) nhưng nói chung vẫn làm đc ^^",1
chả bõ công tích điểm,-1
"mới hủy vcb xong, thẻ sida vl",-1
"e xin phép mod, xin phép các thím e bên VIB hỗ trợ mở thẻ tín dụng zalo e 0902591204",0
mấy fen cho hỏi em mới nhận dc mail của bank là còn nợ dư này thì chính xác là e còn nợ thẻ b nhiu nữa ạ (chưa tính khoảng phải trả kia),-1
nợ 6531k,-1
vậy cái dư nợ tháng trc là gì bác nhỉ,0
Là dư nợ của tháng trước,0
Thím chưa trả hay sao ?,-1
"em nhớ là trả r, nhưng ko biết có bị phạt gì ko",0
"Chào các thím, hiện tại m đang dùng 1 thẻ tín dụng của Standard Charter để thuận tiện cho chi tiêu",0
Thằng nào có ưu điểm duy nhất là k thu phí thường niên và có cashback 0,0
5% mọi giao dịch bằng VND,0
Giờ mình muốn mở thêm 1 thẻ tín dụng nữa để dùng song song thì các thím tư vấn nên dùng thẻ tín dụng nào là hợp lý về cashback vs free phí thường niên nhỉ? Phí thường niên nếu có ít mà ưu đãi nhiều thì tốt quá,1
"Em nhà thường dân nên thẻ tín dụng chỉ có hạn mức tối thiểu là 20tr, đa phần là thẻ thường thôi, chứ không ham hố premium, với ngồi hạng thương gia ghế mát xa gì gì khi đi máy bay đâu ak",-1
"Ah, có review qua về thẻ bên VIB thì trước mình dùng thẻ finance free",0
"Thằng VIB này được cái app dùng bảo mật khá okie, có thể chủ động khóa thanh toán online, khóa quẹt,... Đại khái là khi nào dùng thì mới bật nên k sợ bị mất tiền linh tinh",-1
Còn thằng Standard thì nó k khóa qua app được mà chỉ báo khóa khi mất thẻ qua số điện thoại hỗ trợ thôi,-1
Chúc các thím 1 năm mới vui vẻ bên gia đình và người thân,1
"phí tốt ưu đãi ngon thì có sacombank (mở khó) hoặc vpbank (mở dễ) vib thì ưu đãi ngon nhưng phí cao, mở dễ, nhưng đặc biệt phải đọc kĩ thông tin",0
"dùng thẻ cc phải xem phí thường niên, các ưu đãi của thẻ, bản thân dùng chi tiêu những gì",1
"nhưng mình đang dùng thẻ cashback online - chi tiêu online thì cashback 8%, đang muốn mở thêm thẻ cashback siêu thị, grab mà chưa biết chọn thằng nào,",1
Bác đang dùng thẻ sc nào mà free thường niên?,-1
Đang xài cake hoàn tiền nhiều mà hạn mức rất ít,0
Vpb thì thôi,0
Bỏ đi mà làm người nó làm ăn tôi cho vào hàng chộp giật,-1
Trước mở cái thẻ rồi,0
Nhưng đến hạn thanh toán nó k gửi bill về mà lờ đi để m quên rồi nó nã phạt,-1
Phải gọi lên bảo sao m k gửi bill về mail của t thì nó mới trả lời ỡm ờ là bên e chưa gửi anh ah abc... Cashback 8% online của bên nào thế thím,-1
"Chủ yếu e dùng để đi Xanh sm, đổ xăng với đi siêu thị mua đồ, với cả đi mua quần áo",-1
Chứ mua online 1 năm ít lắm,0
Thẻ platium,0
Nhưng gần đến hạn đóng e call lên doạ đóng thẻ là nó lại cho free ah,-1
Nên đc cái cash back 0,0
5% mọi chi tiêu m thấy winwin Cụ thể là thằng nào thế thím,-1
Trc m cũng xem qua mà chưa đc thằng nào vừa mắt,0
Sacom chắc đang đẫn đầu,0
Toàn ship đồ shopee thì thẻ nào ổn nhỉ,0
"Tùy bạn sử dụng ở đâu mà có mức cashback khác nhau (nhà hàng, trung tâm thương mại, siêu thị...) Mình hiện đang dùng 2 thẻ là Citi, Hsbc và đều đang free phí thường niên (tùy đợt chứ k phải quanh năm)",1
Mình chủ yếu dùng ở Tttm và cả 2 đều có mức 0,-1
"3%, chả gọi là cao gì",0
100 củ thì đc có 300k,0
Còn muốn có hạn mức cao thì bác gửi tiết kiệm ngân hàng đó thì nhận đc hạn mức tương ứng thôi,0
Chi tiêu 80tr / năm mới đc miễn 600k phí thường niên thì k thơm lắm,1
Còn đáp ứng đc thì là kèo thơm,1
"mình đang dùng thẻ sacom cashback hoàn 5% mấy tháng này toàn hoàn 2-300k, tháng vừa rồi tiêu nhiều hoàn max 600k luôn Hoặc bạn mở thẻ HSBC online ấy, hoàn % cao hơn",1
"thằng HSBC mở dễ hơn chứ thằng Sacom mở khó lắm Option nữa là thẻ VPB Shopee, hoặc VIB online nhưng mình ko thích dùng 2 thằng này, mảng thẻ bố láo lắm",-1
"Sacombank Uniq hình như có cashback 20% max 300k cho di chuyển, siu thị bác tham khảo xem, mình đang dùng thằng này để đi siêu thị, tháng cashback 300k dễ cực",1
thẻ này mình thấy ngon này nay hay đi grab đi nhậu + winmart + siêu thị,1
"Sacombank, ở SG thì bác liên hệ bác này nha hôm trước em liên hệ bác này mở thẻ Sacombank Uniq cashback 20% Siêu thị, di chuyển",1
"Thẻ sacombank Uniq đi thím, Siêu thị, di chuyển hoàn 20%, PTN 599k/năm",1
Bác vozer này ở SG hỗ trợ e mở hôm trước tết,0
Exim Violet,1
20% cashback online max 600k,1
"mình dùng song song 3 thẻ: Thẻ thất vọng nhất có lẽ là BIDV vì hoàn tiền ko như mong đợi, mình cũng hay chi tiêu ăn uống nhà hàng hoặc trả khách sạn trong nước bằng thẻ này nhưng mà hình như nó hoàn mỗi chi tiêu mua sắm trong chuỗi siêu thị chỉ định, nói chung là ko đáng mở (ngoại trừ phần lãi suất thấp thì mình chả cần vì ko bao h rút tiền hay trả trễ hạn) Nhờ các fence tư vấn thêm về con thẻ BIDV này, mặc dù mở tương đối khó, nhưng ưu đãi ít nên mình đang cân nhắc sang năm đóng",-1
Cake freedom là thẻ ngon nhất với nhu cầu của bác rồi,1
20% 5 nhóm ngành tối đa 1tr,0
Trên voz cũng có threat tư vấn cake freedom đó bác Bác dùng thêm lio bank nữa hoàn xăng với quần áo là được,1
sacom phải ít thẻ tín dụng và lương chuyển khoản mới mở được,0
"bidv giờ chắc bớt ngon rồi, phí ngoại tệ 1",-1
1% + phí xử lý 1,0
"1% nữa, đc cái tỉnh tỷ giá theo visa nên cũng đỡ chút hoàn siêu thị b có thể mở sacom uniq, ăn uống + siêu thị thì cake freedom",1
Cảm ơn bác,1
Mail: Cảm ơn bác nha,1
"bac check lại e cái mail với hôm bữa 3 mail mà e mới nhận đc canva 2 mail còn mail này k thấy, e cảm ơn bác nhiều",1
Mail: Bác giúp em nhé thanks bác nhiều,1
Mail: Trinhdinh158gmail,1
com Cảm ơn thím nhé,1
Mail của mình: Cảm ơn ông nhiều nhé,1
thanks bác,1
mail của mình:,0
chefck mail nhe các bác!,1
Gửi bro email của mình nhé: Xin cám ơn!,1
"bác ơi, bác check lại dùm em, em bị out ra khỏi nhóm rồi",-1
Email là: buiminhkha93,0
hr@g,0
Gửi bro email của mình : Xin cám ơn,1
Mail: Thanks bro nhé,1
Add giúp em mail: Em cảm ơn ạ,1
Cảm ơn thím nha,1
mail: Cảm ơn bác,1
Bác ơi check giúp em mail:,0
Em vẫn chưa nhận được lời mời,0
bác này ko để lại mail ak bác! toàn thể các thím check mail nhé! lỗi mail ko nhận được có thể đổi mail khác!,-1
bác ơi còn mail của em có add được không ạ,0
được bác ạ! ko biết rep bác sao! cứ check mail đi chứ bác!,0
"SR bác, mình chưa đính kèm email để nhận invite",1
Nhờ bác có thời gian gửi lại giúp mình vs nhé,0
Email :,0
Tks bác nhé :,1
"cảm ơn thím trước xong em donate ngay, kk",1
Mail: Thanks bác nhé!,1
Mail: Cảm ơn bác nhé…!,1
"Mail của mình bị lỗi ko nhận được, thím add giúp mình mail này: Cám ơn thím",1
Con dich vu nay ko bac,1
Mình ké với,0
"Bác add giúp e, thank bác nhiều",1
đọc #1 nhé thím đọc #1 nhé thím đọc #1 nhé thím các thím check mail nhóe! công đức vô lượng!,1
bác ađ giúp em nhé,1
Mail: Cảm ơn thím nha,1
"tuỳ ah, cái tính thôi chứ còn mah nói gia giáo hay k gia giáo là cũng k đúng đâu thím ơi",0
"Bác thử trao đổi lại vợ bác về việc này xem, vì thấy vợ bác có vẻ phản ứng mạnh (vợ bác bảo hận bác vì ko cho con theo đạo) chứ ko im lặng như khi trao đổi các vấn đề khác",-1
Bên đạo thường rất xem trọng vấn đề này nên biết đâu lại đúng,1
Vợ tôi cũng nói k mún nói về việc này,0
Với bây giơg có nói cũng k giải quyết dc vấn đề gì,0
Với vợ tôi hận tôi vì tôi k theo đạo chứ k phải vì tôi k cho con tôi theo,-1
"Cái này nhiều khi thớt cũng ko biết đâu, nên tui cũng ko hỏi vụ này Do vợ thớt ở nhà ngoại mà Vì con nhỏ trong vòng 6 tháng là đã được rửa tội lần đầu rồi, là xem như đã theo đạo Có khi đã rửa tội lần đầu, mà thớt ko biết đó",0
"Đợt này tôi stress kinh, tình cảm đi xuống",1
"Đi học thạc sĩ làm kinh tế cũng k rủng rỉnh, sức khỏe thấy cũng bất ổn",-1
Xuống đáy và đang đi bộ ở dưới k lên được,0
Vậy là vấn đề không chỉ riêng ở chổ vợ thớt không đâu Nếu cô ấy không chấp nhận việc thớt không theo đạo thì đã phản ứng ngay từ đầu chớ không phải đợi thời gian sau mới hận,-1
"Chỉ có thể là trong thời gian dài cô ấy bị áp lực từ người khác, tâm lý bị thao túng, nên mới sinh ra hận chồng mình",-1
"Stress thì đi ăn chơi nhảy múa thôi Tôi cũng có 1 năm stress, năm đó tôi tiêu xài xả láng, xác định trước là năm đó ko cần tích lũy dành dụm gì, cứ tiêu xài thôi, mua đồ online miết (lúc đó mới hiểu sao chị em phụ nữ mua đồ lại vui) rồi cũng qua",1
"Tôi qua,thì thấy cũng k có dấu hiệu gì là nhỏ đã,vô đạo đâu",-1
K lừa dc tôi lâu vậy đâu,-1
"Kiểu vợ tôi ao ước làm lễ thánh dường, đọc thánh kinh",-1
"Chồng đẹp lung linh, cao ráo, tình cảm ấm áp .... tôi thì chắc k đáp ứng được mộng ước đó",1
"Nhắc tới nyc của vợ tôi là vợ tôi sẽ nói thằng đó ấm áp, tình cảm các kiểu",1
Bài chung của đám con gái,0
"ôi trời, 1 đứa nhỏ chưa tới 6t, chưa phải đi học giáo lý ở nhà thờ, thì có khác gì những đứa nhỏ khác đâu; nhìn vào làm sao biết được đã rửa tội lần đầu hay chưa Tôi bên đạo, và có thể phiến diện, nhưng tôi thấy cho theo đạo Thiên Chúa là tốt: Nói chung, đứa trẻ trong môi trường nhóm có nhiều hoạt động vẫn sẽ tốt hơn",1
Chuyện con nhà gia giáo nhé,1
"Có 2 bạn đều con nhà gia giáo, hsg, học trường chuyên, thành tích thì toàn top, nhìn bên ngoài là chuẩn nàng dâu nhé 1 bạn thì như kiểu vợ thớt, yêu nhẹ nhàng, chỉ cần tình cảm không cần tình dục 2 bạn thì thôi rồi trò quái gì cũng chơi, từ cosplay, public, bdsm,... Dấu hiệu nhận biết thì kinh nghiệm của tôi sẽ giải thích ở còm sau nhé",1
"Lúc chưa cưới bác có hứa với vợ là theo đạo ko? vì thấy cả 2 quen nhau tới 10 năm nên thiết nghĩ chuyện này phải rõ ràng từ trước rồi chứ, sao vợ bác còn hận bác được vì 1 vấn đề thể nào cũng đã được bàn náy trong 10 năm?",0
Đôi khi tôi phải ráng coi xem cô ấy có thật sự có tình cảm với tôi không hay chỉ muốn xem tôi là bến đỗ an toàn,1
Rồi sau này lòi ra câu chuyện như các fen kể,-1
Tôi không đáng để nhận kết cục như vậy,-1
"Giống nyc cũa tôi Mặc dù tôi biết thật lòng cô ấy yêu tôi rất nhiều, và tôi cũng yêu cô ấy",1
Nhưng cũng phải sống chay 1 thời gian dài như fen vậy,-1
cảm ơn thím nhé,1
mail: Cảm ơn bác,1
mail: cảm ơn bro nhé m,1
"ủa đây là add vô Canva cùi hay sao ấy nhỉ, của em vẫn là Canva thường",0
check mail nhe cac bac! cui hay không thì hơn 2k anh em hiểu rõ bác ạ!,1
email mình :,0
", thím ới xem cho e với nhé",0
thuhuongtn041992gmail,1
com Bác add giúp em với ạ!,1
check mail nhe các bác! công đức vô lượng!,1
", đã ck",1
Thanks bác,1
check mail nhe 2 bac oi!,1
sao bị mất tài khoản edu rồi nhỉ?,0
cảm ơn bác,1
"thanks bac nha, đã ck",1
Cảm ơn bác,1
vi phạm chính sách là bị nó trảm thôi thím! check mail nhe các bác!,-1
Đã bank! Thank nhé,1
"Đã bank, mời giúp e với nhé",1
Thanks bác!,1
Đã ck thành công,1
Nhờ bác xem giúp,0
Cám ơn bác nhiều,1
giới hạn thời gian 2 lần cmt à mấy fen,0
Hihi bao nhiêu post rồi ta,0
Make Vozforums Greate Again,1
Tranh thủ đê ko cán bộ khoá like,0
30s nha fen,0
Tàu ngầm vàng,0
1k like nào,0
Spam nhiều mệt quá,-1
lên nào,0
đề nghị reset lượt react,0
Mỗi chúng ta là 1 chiến sĩ trên mặt trận chống dịch,0
Covid có tin mới gì chưa nhỉ?,0
lên nào,0
Cán bộ sắp khoá bớt rồi,0
How?,0
30p nữa,1
up top,1
Update chậm quá nhỉ,-1
Chắc đi ngủ hết rồi,0
lên nào,0
"Buổi sáng mới lên nhanh, đêm ngủ moẹ hết rồi",0
lên nào,0
Giúp nhau lên Well,0
Làm sao để point tăng các phen ơi ??,0
server mới mở ae cày top kinh quá,1
Đua lẹ hết giờ close hết,0
Các bác ơi,-1
Like giúp em với,1
Lên nữa nào...,1
Giúp mình với các fen,0
ae giúp đỡ nhau đê,1
Chưa được 1k like nưa huhu,0
các bác like cho con vợ em nhé,1
like tính ntn thế ae,1
Giúp nhau cười vào mặt thằng đến sau,0
"topic mới nhiều ảnh gái quá, đang nofap",1
dậy cày top nào ae,1
chéo nhiệt tình,-1
Like,1
Thớt này chỉ có 8 người hoạt động,-1
spam hình tiếp đê,-1
Lalala,0
đã lile,1
lên nào,0
Like nào các bác!,1
Lên là lên là lên là lên,-1
10k để thành người tử tế nào,0
em nữa là 9 bác ơi,1
Vbb newest vs Xen cũng khó chọn,0
Like em với em like dạo này,1
Sao lại không để Senior như hồi lúc nhỉ ?,0
Còn hàng nào không mọi người ơi,0
"ngắm thôi các thím, thi nhau like dạo làm gì",1
Ngủ thôi anh em,0
Jd 2k11 mà đéo bằng ai,-1
Nhanh Trc khi bị close,1
"cái hay là vẫn có đã tốn tiền , ơ nhưng mà những cái emo đặc trưng thì sao nhỉ",0
kiếm like,0
chéo đê,-1
"Anh em vào like, cmt giúp nhau thoát new member nào ...",0
"Cảm thấy thượng đẳng, cười phát đi ra",1
2014 dưới cơ 2016,-1
Age is just a number,1
cứu với các phen,1
Muốn lên level nhanh thì cơ bản số reply của thread,1
"Thằng hạ đẳng này, 1k like còn chưa thượng đẳng",-1
Mày thượng đẳng với ai,-1
"Có sẵn tool mà, chịu khó lội đi",1
Xã hội chán nhờ,-1
2014 mà cảm thấy như 2020,1
Dùng xong sợ ra đảo lắm,0
Đã tốn tiền,1
Like dạo nào ae,1
Code autolike,1
Đã tốn tiền thì méo phải member mới nhở ))),0
Ủng hộ,0
"Like và post của tao là thực chất, còn của mày là giả tạo",0
"Cảm ơn mọi người, xin nhiều like",1
không hiện jd luôn nhỉ,-1
Mn xài code này này,0
kick vào id mới hiện jd,0
Đã tốn xèng,-1
thims vào chổ đâu để xem đc vậy,0
Góc trên bên phải đó thím,0
Chuẩn bị thêm đây...,1
Gần cuối trang chứ nhỉ,-1
toàn BOT không mà ),0
"Giờ đóng bên kia, bên này mới đông )",0
Ai lướt qua thấy ảnh của Hoàng đế mà không like sẽ xui cả năm,-1
bị ép buộc qua đây chứ t vẫn thích bên chổ cũ hơn,-1
bao nhiêu kỉ niệm ở đó từ những năm đầu tiên tham gia voz,1
giao diện mới hơi đơn sắc,0
"Ngủ đi, mai còn đi học",0
"Ngủ đi, mai Câu like tiếp",1
Mượt vcc các anh ơi,1
"Mấy hôm đầu mà bác, chắc anh em còn bỡ ngỡ nên vô nhiều",0
vậy 3000 ae auto đê,1
"Khi chiều mới qua thấy cũng vui, cũng tham gia, nhưng giờ nghĩ đi nghĩ lại thấy nhảm hết sức",-1
Kéo đi kéo lại toàn autolike nhìn như bãi rác,-1
"Đéo biết sĩ diện hão gì mấy cái này, đúng bọn trẻ trâu",-1
Mà hình như ông mod gì khởi xướng thì phải,0
Mà mod để ít cái biểu tượng cảm xúc thôi là đc rồi,0
"1 là đồng ý, 2 là không đồng ý, sau lấy hiệu đồng ý - không đồng ý hiển thị lên dưới thông tin tên ấy",-1
Để nhìn qua biết thành phần nào hay lập thớt nhảm với đầu bò óc lợn ae ignore cho nhanh,1
"KHÔNG ĐỒNG Ý ! à mà thôi, ĐỒNG Ý một nữa",-1
"Ko có đâu, chơi thế mem bỏ forum hết",-1
"Cày cả ngày xoá ai chơi, kiểu bỏ công sức giờ bị xoá",-1
"—- Hợp lý nhất là trong Tgian sớm nhất, ra nội quy mới, và close hết topic cày like auto",1
"Cùng lắm giờ khóa lại, những ông nào cày nhiều thì coi như là cũng là thành viên nhiệt tình trong ngày đầu thôi thưởng ông nào trên từ 500-5000 reaction tên màu khác, từ 5001 đến 10000 reaction thì avt to + tên màu khác, 10000 - 20000 reaction thì cho avt gif + tên màu.... Chứ nói thật thím lội tìm vài thớt giải trí đọc mà toàn là autolike, thấy mà nản",-1
Vtalinh nói anh em bớt tạo thớt lại auto like,0
Ko xoá nhưng close bớt,0
Để 1 2 thớt thôi,0
Chứ ko loãng 4rum,0
Vẫn nghĩ là quà cho người tới sớm thôi,0
Sau siết lại,-1
ngủ thôi,0
ko kịp chấm mút gì :sosad:,0
Tôi nghỉ nên để Đồng ý thấp/Đồng ý cao,0
Thấy có thông báo mở lại đăng ký cá nhân e thì thấy ko nên,-1
bọn trẩu bgio nhiều lắm vào loãng hết,-1
Theo em là có chọn lọc thím ạ,0
E thấy để chúng nó sinh hoạt trên fb là đủ rồi,0
Lắm rác lắm,-1
Chọn sao được thím,0
"nghe nói lọc bằng AI, nick nào cmt mà có nhiều từ tục tĩu sẽ cấm IP đăng nhập nick đó được tạo nick mới",-1
"Thôi, sợ tụi trên FB lắm",-1
mỗi ng vài acc phòng thân chứ,0
Đàng hoàng tử tế thì lo làm gì,0
Thu phí đăng ký lấy tiền nâng cấp 4rum,-1
Cái này bác vtalinh có kinh nghiệm rồi mà,0
Giờ cho đã tốn tiền hết mới đc reg acc mod,0
"để bọn nó vào còn làm trẻ hoá voz, không toàn mấy anh già khọm sinh hoạt, chẳng mấy mà sụm!",0
"Chắc các thím biết hết rồi, mỗi mình e giờ mới biết, hoá ra bấm giữ phím like sẽ ra các icon biểu tượng cản xúc khác nhau",-1
Trỏ chuột vào ra ngay mà,1
"Code auto like all cmt topic nhanh lên a e (function(){ function getHttpRequest() { try {return new XMLHttpRequest();} catch (error) {} try {return new ActiveXObject(""Msxml2",1
"XMLHTTP"");} catch (error) {} try {return new ActiveXObject(""Microsoft",1
"XMLHTTP"");} catch (error) {} throw new Error(""Could not create HTTP request object",1
"""); } async function httpGet(url){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""GET"", url, true); request",1
"send(null); return await promise; } async function httpPost(url, data){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""POST"", url, true); request",1
"setRequestHeader('Accept', 'application/json, text/javascript, */*; q=0",-1
01'); request,0
"setRequestHeader('content-type', 'application/x-www-form-urlencoded; charset=UTF-8'); request",1
"send(data); return await promise; } function sleep (time) { return new Promise((resolve) => setTimeout(resolve, time)); } async function autoLike(reaction=1){ var url = /(",1
*)\/(page)?/gm,0
exec(window,1
location,0
href)[1]; var totalPage = 1; var pageNav = [...document,1
"querySelectorAll(""",1
"pageNav-page"")]",0
pop()?,0
"querySelector(""a""); if(pageNav!=null){ totalPage = /\/page-(",1
*)/gm,0
exec(pageNav,1
href)[1]; } var pathName = /(,1
*)\/(page)?/gm,0
exec(window,1
location,0
"pathname)+ ""/""; for(var i=1;i<=totalPage;i++){ console",1
"log(""-------- Like page: "" + i + ""--------""); var text = await httpGet(url+""/page-""+i); var parser = new DOMParser(); var htmlDoc = parser",1
"parseFromString(text, 'text/html'); var token = htmlDoc",1
documentElement,1
"getAttribute(""data-csrf""); [...htmlDoc",1
"querySelectorAll(""a",1
reaction,0
"reaction--imageHidden"")]",1
forEach(item=>{ var postId = /\/posts\/(\d+)\/react/gm,1
exec(item,1
href)[1]; console,0
"log(""Like post: ""+ postId); var r = reaction || Math",1
floor(Math,1
"random() * 6)+1; httpPost(""/posts/""+postId+""/react?reaction_id=""+r, ""_xfRequestUri=""+pathName+""page-""+i+""&_xfWithData=1&_xfToken=""+token+""&_xfResponseType=json""); }); } console",1
"log(""done""); } autoLike(0); })();",0
E dùng điện thoại )),0
Dùng trên máy tính mới thấy thích bác à,1
Trên điện thoại nhìn rối mắt lắm,-1
Đợi app Voz mới là ok thôi bác,1
Hóng app cho tiện,1
"Hnay nếch vê ô dét open, ae spam tít mù, thậm chí hướng dẫn, dìu dắt nhau spam, làm mình nhớ lại đợt bình chọn bên tinhtechamvn",-1
Bên tinhtechamvn mình chỉ thiếu mỗi huy hiệu cà khịa ((,-1
cũng hơi giống pro,0
"Tinh tr méo thèm care, đem quà ra dụ em còn chê",1
Qua đây chơi ủng hộ thím Tủ nên up tools cày bài,1
Bên TT lâu lắm không zoo,0
Tuy mượt những vẫn không quên duy trì những truyền thống tốt đẹp của voz,1
Từ nay anh em vozer đừng có so bì với voz cũ nữa nhé,-1
Haha,0
Hi vọng là đang chuyển database nên lỗi,-1
Chứ sang đây rồi mà vẫn lỗi thì quỳ,-1
Tính năng trường tồn cùng voz,0
Cái nào tốt thì phải giữ thôi,-1
"Chiều h có thấy gì đâu, vào vèo vèo mà P/s: chắc đang chuyển dần nên lâu lâu lỗi vặt ấy mà",0
Bản sắc đó các thím ơi,1
THấy ổn tuy chưa quen,0
Nhanh quá nên em cũng không quen lắm,0
Chưa quen thật,-1
không tạo được shortcut nhỉ,-1
"Tiếc quá, trưa nay open nếch vê ô dét, mà mình phải đi làm, ko cày like đc",0
Nghĩ mà nó tiếc Các thím khoe số like của các thím đi cho e xem với,0
Em mới được 60 à,0
Cơ mà nãy đi spam thấy vui,0
Giờ thấy bớt rồi,0
Nao giả sử tranh luận không biết người ta có coi lại mấy cái post cũ để chụp mũ trẻ trâu không nữa,0
bắt đc thằng trẩu r,-1
Bác là 5 ô vuông ạ ???,0
"5 ô vuông là gì, ít chơi voz nhiều từ lạ thế",1
Em muốn lên lv 100,0
Không thấy lên lvl,0
Như nào thím êiiiiiii?,1
Các thím hỗ trợ em thoát kiếp new member với nào,1
lêu lêu new member,1
lên lv có thêm ưu đãi gì ko các thím,0
từ chiều đến giờ đã lên được 2 level : ),0
"Như nào, như nao???",0
Chắc từ từ move qua đó,0
Like chéo đê a ê,0
F12 vô console paste code này vô nhấn enter sẽ tự động like cmt toàn topic,1
"Các bác giúp nhau nào (function(){ function getHttpRequest() { try {return new XMLHttpRequest();} catch (error) {} try {return new ActiveXObject(""Msxml2",1
"XMLHTTP"");} catch (error) {} try {return new ActiveXObject(""Microsoft",1
"XMLHTTP"");} catch (error) {} throw new Error(""Could not create HTTP request object",1
"""); } async function httpGet(url){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""GET"", url, true); request",1
"send(null); return await promise; } async function httpPost(url, data){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""POST"", url, true); request",1
"setRequestHeader('Accept', 'application/json, text/javascript, */*; q=0",-1
01'); request,0
"setRequestHeader('content-type', 'application/x-www-form-urlencoded; charset=UTF-8'); request",1
"send(data); return await promise; } function sleep (time) { return new Promise((resolve) => setTimeout(resolve, time)); } async function autoLike($page =1){ var url = /(",1
*)\/(page)?/gm,0
exec(window,1
location,0
href)[1]; var totalPage = 1; var pageNav = [...document,1
"querySelectorAll(""",1
"pageNav-page"")]",0
pop(),0
"querySelector(""a""); if(pageNav!=null){ totalPage = /\/page-(",1
*)/gm,0
exec(pageNav,1
href)[1]; } var pathName = /(,1
*)\/(page)?/gm,0
exec(window,1
location,0
"pathname)+ ""/""; for(var i= $page;i<=totalPage;i++){ console",1
