,comment,label
29049,Chất lượng sản phẩm tuyệt vời.,1
29050,Mỏng nhưng chất ok.,1
29051,Hàng mặc rất đẹp.,1
29052,Áo xinhh y hình ❤️❤️.,1
29053,Bỏ luôn cái áo.,-1
29054,Okok.,1
29055,"Hàng đẹp, giao hàng nhanh, Chất lượng sản phẩm tuyệt vời.",1
29056,Chất lượng sản phẩm tuyệt vời.,1
29057,"Cái nữa là mình nhắn 2 lần hỏi về sản phẩm shop đều ko trả lời, ko tư vấn cho khách hàng gì hết.",-1
29058,Thời gian giao hàng rất nhanh.,1
29059,Đẹp tuyet voi lun ạ Chất lượng sản phẩm tuyệt vời.,1
29060,Rất đáng tiền.,1
29061,Áo bị dính dầu máy mà shop cũng gửi đi.,-1
29062,Áo size 2 và 1 bằng nhau.,-1
29063,"Shop rất cẩn thận còn note ghi chú, tặng cả kẹo.",1
29064,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, giao hàng hơi lâu, mong shop khắc phục.",1
29065,Cổ quá rộng.,-1
29066,Áo đúng với giá !,1
29067,Sẽ ủng hộ shop dài dài ạ.,1
29068,Good!,1
29069,Mãi iuuuu 😘😘😘.,1
29070,"Chất liệu khá tốt, áo rộng đúng như ý mình muốn, chủ shop nói chuyện dễ thương.",1
29071,Vải đẹp mặc rất vừa người..cho 10*.,1
29072,Nói chung là tạm ổn.,0
29073,Vải đẹp....,1
29074,Chất lượng sản phẩm tuyệt vời.,1
29075,Sản phẩn giống hình.,1
29076,"Nhưng vẫn cho 5 sao, mong shop cải thiện yếu điểm.",1
29077,Gọi 1 đằng đóng gói 1 lẻo.,1
29078,"Sản phẩm đẹp, ưng ý nhé shop.",1
29079,Nói thật shop bạn đồ củng được nhưng khi gặp sự cố mà trao đổi hay cần shop hổ trợ thì quá mệt mỏi luôn.,0
29080,"Vải đẹp, cúc áo cách quá thưa, phần cổ hơi chật.",1
29081,Hay tại shop hết size 1.,-1
29082,Đóng gói chắc chắn sp ok.,1
29083,Kể béo hơn với cao hơn 1 chút thì mặc càng đẹp.,1
29084,Áo dùng ok.,1
29085,"xài tốt lắm,cảm ơn shop nhiều.",1
29086,Sản phẩm ok.,1
29087,"Chời ớiiii son xinh quá ạ, lúc bóc hộp ra cưng xỉu ^^.",1
29088,"Áo ngắn, cổ hơi chật.",-1
29089,Chất lượng sản phẩm tuyệt vời.,1
29090,"Shop phục vụ rất tốt, nhân viên thân thiện, nhiệt tình.",1
29091,"Mình đặt 2 áo thì ưng loại sọc nhất vải mịn tốt, còn loại trơn màu đỏ thì k bằng.",1
29092,Hg ok và đẹp lắm ạk.,1
29093,sp đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
29094,Để mình hỏi đi hỏi lại nhiều lần.,-1
29095,Sp phù hợp giá tiền.,1
29096,"Sp thì k vấn đề gì nhưg phục vụ và cách bán hàng của shop quá kém k đág 1 *,rõ m đã mất săn deal mãi mới đc màu 16 hí hửng nhận hàng mở ra là 1 bộ màu m ghét nhất số 4 vàng như c*t,k thèm báo trc khách câu nào, chả biết ghi phân loại màu để lz,chẳng nhẽ lại trả hàng, lm ăn thật vô trách nhiệm haiz.",-1
29097,Dùng đc 3 hôm rồi cảm thấy sản phảm rất tốt .,1
29098,"Chân váy rất đẹp, shop phục vụ rất nhiệt tình.",1
29099,Đặt 2c size L mà giao 1 S 1L :).,-1
29100,Vì giao thiếu.,-1
29101,Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,1
29102,Cứng cáp gọn gàng vô cùng ưng nhé.,1
29103,Chất lượng không tốt.,-1
29104,Nhưng chi mặc đươc tới 60 kg thôi nhé moi người.,0
29105,Hộp đựng hơi xấu.,-1
29106,"Áo đen hình rõ, nổi hơn áo đỏ nha.",1
29107,"Giao hàng nhanh làm tốt, giày phù hợp với mức giá và khá tốt.",-1
29108,Đóng gói sản phẩm rất đẹp và chắc chắn .,1
29109,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,1
29110,Giá rẻ dùng được.,1
29111,Buồn.,0
29112,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,1
29113,Mềm mại cho da bé.,1
29114,Quần free size nhưng kích cỡ lộn xộn.,-1
29115,Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
29116,"Chất lượng áo khá, vừa tầm với giá tiền, tuy nhiên tay áo may khá ẩu.",-1
29117,Chị chủ tư vấn nhiệt tình.,1
29118,Áo đẹp giống hình mặc rất thoải mái shop phục vụ rất nhiệt tình mới đặt thêm 4 cái áo.,1
29119,Nói chug 10 saooooo.,1
29120,Chất ni bông.,1
29121,Chất váy mặc hơi nóng.,-1
29122,Nên mua.,1
29123,Tôn dáng ngực.,1
29124,"Chất lượng sản phẩm tuyệt vời Phù hợp với giá tiền, còn được tặng thêm quà nữa chứ, free size mặc hơi chật.",1
29125,"Ok, tốt.",1
29126,Lần sau sẽ ủng hộ shop tiế.,1
29127,Đầm đẹp ưng ý.,1
29128,Chờ mấy ngày trời mua quần về làm rẻ lau.,-1
29129,Sẽ ủng hộ thêm ạ.,1
29130,Thơm nữa.,1
29131,Phù hợp với giá tiền.,1
29132,mau thi giong hinh nhug hog dep nhu hih.noi chug chi dc 50 phan tram trog hih thui.,0
29133,Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,1
29134,Sau này sẽ tiếp tục ủng hộ shop :)).,1
29135,"Thời gian giao hàng rất nhanh, như hàng mã , đúng vs giá trị tiền.",1
29136,Lại đc shop tặng 2 vòng choker đáng yêu nữa. 😘😘😘.,1
29137,Shop uy tín.,1
29138,Hàng đẹp hơn mong đợi rất nhiều ♥♥.,1
29139,"Mình đặt 2 bộ size L thì một quần mặc vừa, một quần mặc ko vừa",-1
29140,chat lieu mac mat giong hinh.,1
29141,Rộng quá shop cho em đổi lại aiize s vs ạ.,0
29142,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh sp cũng phù hợp vs giá tiền.,1
29143,"Da rất mềm, túi đẹp lắm.",1
29144,Hộp carton bị bung khi vừa giao tới.,0
29145,",",1
29146,"Quá tuyệt vời , lần đầu tiên đánh giá trên shoppy , chị chủ nhiệt tình nhất hệ mặt trời , shop bán đồ rất đẹp , gói hàng cẩn thận , giá cả vừa phải , chất vải thì khỏi bàn , ủng hộ shop dài dài kkk.",1
29147,Thời gian giao hàng rất nhanh.,1
29148,Tks shop nhé.,1
29149,Thời gian ship nhanh.,1
29150,Shop phục vụ tốt.,1
29151,Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,1
29152,Hình và hàng k giống nhau.,-1
29153,Bị thích mùi này ❤️.,1
29154,"Giày đẹp, đế và thân đều trắng như hình.",1
29155,Sách đẹp còn có quà nữa.,1
29156,dễ thương lắm shop.,1
29157,"Áo đep, như hình.",1
29158,San pham kem .,-1
29159,Khuyên mọi người tin dùng sản phẩm của shop.,1
29160,Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,1
29161,Chất thì ok nhưng màu k giống hình trong hình tươi hơi ở ngoài màu đậm quá nên mặc bị già.,0
29162,"Chất lượng sản phẩm tuyệt vời, vải đẹp 😘 với giá như vậy là quá tốt.",1
29163,"Shop phục vụ rất tốt, tuy mình nhận nhầm hàng nhưng chất vải và đường may rất đẹp ❤️.",1
29164,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Hàng giống hình.,1
29165,Áo xấu lại còn bị rách nữa,-1
29166,"shop rất chiều khách và bán hàng rất uy tín, chất lượng sản phẩm hài lòng, sẽ tiếp tục ủng hộ shop.",1
29167,"Tối oder , sáng 10 có hàng :)) . 2 Phấn mắt rất đẹp , son số 13 màu tuyệt vời .",1
29168,Chất vải không giống ảnh.,-1
29169,Dáng đẹp thuót tha.,1
29170,Giá quá rẻ so với chất lượng.,1
29171,Chat luong dc.,1
29172,"Sp rất ưng, giao hàng nhanh.",1
29173,Còn lại sản phẩm ok.,1
29174,Form áo rất đẹp và vải rất tốt Chất lượng sản phẩm tuyệt vời.,1
29175,"Hình là sọc trắng nhưng nhận là sọc nâu,.",-1
29176,Lấy hàng của shop mấy lần đều rất yên tâm.,1
29177,Đặt 2 cái size S thì shop giao 1 S. 1M Thời gian giao hàng nhanh.,-1
29178,Đỏ đô già...hic hic.,-1
29179,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,1
29180,"Mỏng, dể rách, ko đáng tiền.",-1
29181,Rất đáng tiền.,1
29182,"Áo bé, ngắn.",1
29183,"Chất áo dày dặn, ôm vừa sát người, đẹp ạ.",1
29184,Màu tươi.,1
29185,Hàng đẹp lắm ạ.,1
29186,Đóng gói sản phẩm chắc chắn Đáng đồng tiền.,1
29187,Thời gian giao hàng chậm.,-1
29188,Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Shop phục vụ khá tốt Thời gian giao hàng nhanh.,1
29189,Sẽ ủng hộ shop nhiều.,1
29190,Chất lượng trên cả tuyệt vời lun ý <3.,1
29191,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh có điều vải hơi thô shop nhé.,1
29192,quá đỉnh.,1
29193,Mình đặt 1 áo và sau đó thêm 2 áo nữa...áo quá đẹp.,1
29194,Shop xem lại kho có mèo không nhé.,0
29195,💐.,1
29196,Vải hơi mỏng nhưng giá thế này là ok rồi.,1
29197,Box thì bị nát.,0
29198,Áo tạm đc.,0
29199,Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,1
29200,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,1
29201,"Áo siêu xinh, chất vải chuẩn xịn, dày dặn mặc lên dáng cực kì.",1
29202,Ngon lắm ạ...các bạn nên mua và dùng thử 1 lần.,1
29203,Shop giao nhầm hàng mình đặt roài!,-1
29204,Nhưng màu nhạt so với ảnh.,1
29205,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,1
29206,"Hàng đẹp y hình luôn, mua cho con nít thích cực 😝 một bên tay bóp hơi khó, giặt xong dùng vẫn ok, điều chỉnh chút là bóp được ngay.",1
29207,Chất đẹp !,1
29208,Đẹp ...vải đẹp 👌🏻👌🏻👌🏻👌🏻👌🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻.,1
29209,Đóng gói sản phẩm rất chắc chắn.,1
29210,Mua đồ shop lần 2 rồi đấy.,1
29211,vải mỏng . đường may thô và thưa.,-1
29212,Hàng đẹp đóng gói cẩn thận.,1
29213,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
29214,Tiếc là giao nhầm màu.,1
29215,Đóng gói kỉ nên hàng khá nguyên vẹn.,1
29216,Giao hàng siêu nhanh.,1
29217,K đặt cơm cháy nhưnh vẫn gửi và gửi tjieeus 1 cân.,-1
29218,"Chất mát, kiểu đẹp, giá rẻ.",1
29219,Mình rất thích shop.,1
29220,t Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
29221,Hơi ngắn thân chút.,0
29222,Đóng gói sản phẩm rất đẹp và chắc chắn.,1
29223,Rate 5* vì giày rất đẹp hihi sẽ ủng hộ nữa ạ.,1
29224,Hàng đẹp y hình ạ shop gói hàng chắc chắn nữa.,1
29225,Người mua cẩn thận kẻo bị lừa.,-1
29226,Sp dung duoc.,1
29227,Áo k vắt sổ chỉ áo bung lưa thưa như mạng nhện.,-1
29228,Mình ở xa nơi bán nên chắc ko hi vọng DVBH.,1
29229,Nhắn hỏi ko trả lời.,-1
29230,Đóng gói sản phẩm chắc chắn.,1
29231,.,1
29232,Be like okee 😘 shop rất nhiệt tình và chu đáo ạ 😍😍 vẫn đang tiếp tục ủng hộ 😋😋.,1
29233,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp Rất đáng tiền Thời gian giao hàng rất nhanh.,1
29234,Không đáng tiền.,-1
29235,Thanks shop.,1
29236,Nói chung vừa í.,1
29237,"Áo đẹp lắm shop ơi, vải đẹp nữa Chất lượng sản phẩm tuyệt vời.",1
29238,"Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, sản phẩm nhận được đầy đủ.",1
29239,Shop giao sai màu dù đã ghi chú và chat r.,-1
29240,Đồ đẹp lắm rất vừa.,1
29241,"Áo giống hình, vải tốt, giá ok ^^.",1
29242,Áo cung tốt.,1
29243,Trừ 1 sao vì giao hàng lâu.,1
29244,"Quần đẹp.dày,mịn.chim ưng mà k mặc vừa.sz này hơi chật.hix.",1
29245,Mình ưng lắm cảm ơn shop nhiều nha!,1
29246,"Chất áo chán lắm,vai áo cũng k đc đẹp,nhưng shop phục vụ tốt ạ.",1
29247,Hàg rẻ vc nhanh nhưg cước qua đat.,1
29248,"Thẻ quá mỏng, vận chuyển bị dập làm cong thẻ bên trong, haizz.",-1
29249,Vải đẹp nhưng tay áo hơi dài.,1
29250,Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,1
29251,Chất lượng sản phẩm tuyệt vời.,1
29252,"Chất lượng sản phẩm tuyệt vời, giống y như hình, mình rất ưng ý.",1
29253,K nên mua.,-1
29254,Áo đẹp nhé!,1
29255,Phím chỉnh đồng hồ giây.,-1
29256,"Chất thì ok, phù hợp giá tiền , tuy nhiên from hơi nhỏ, giá như from to hơn chút thì mới vừa được với người mình.",1
29257,Áo mỏng from nhỏ.,-1
29258,Chất lượng sản phẩm okie.,1
29259,"Sách đẹp, có lỗi đóng sách, một số trang bị gấp và dính vào gáy sách.",1
29260,Shop giao nhầm mầu cho mk.,-1
29261,Áo đẹp nhưng may hơi chặt vòng ngực nhỏ như mình mà mặc còn bị kích ko biết mấy nàng ngực bự mặc sao nữa.,0
29262,"Hàng đóng gói cẩn thận, nhưng đặt mẫu 4 giao mẫu 3.",-1
29263,Rất hài lòng.,1
29264,"Chế độ đổi trả hàng tốt, vải tuy hơi nóng nhưng khá ổn, dáng đẹp.",1
29265,"Thất vọng về sản phẩm, đường chỉ may rất cẩu thả, bị sùi chỉ, lệch đường, dễ bung, tay bèo xoăn cong lại ko vuốt được ra, áo cỡ s mà rộng thùng thình như áo cho bầu mặc.",-1
29266,Rất ok nha.,1
29267,Chất lượng sản phẩm tuyệt vời Tuyệt vời Chất lượng sản phẩm tuyệt vời.,1
29268,Lần đầu tiên mình hủy đơn bên bạn mà đã như vậy rồi.,-1
29269,Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,1
29270,Shop lưu ý vs những đơn hàng khác!,1
29271,Rat kem.,-1
29272,"Chất liệu dày dặn và co dãn khá tốt, kiểu dáng cũng rất dễ thương.",1
29273,"Chất dày dặn, rất ưng!!!",1
29274,"Shop tư vấn rất nhiệt tình, đưa ra lựa chọn tốt cho khách hàng.",1
29275,San pham ko nhu quang cao.,1
29276,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh sẽ ủng hộ shop dài dài😘😍.,1
29277,Thời gian giao hàng rất nhanh.,1
29278,Với giá tiền ít vật thì chất vài cũng được.,1
29279,"Hai đầu tháo rời đc nên thay vô ra vô cùng tiện, lưu ý nhớ cặp ngọc để gắn không bị cứng ghim.",0
29280,"Thời gian giao hàng rất nhanh, Rất đáng tiền Chất lượng sản phẩm tuyệt vời.",1
29281,Áo đẹp hơn mong đợi.:)).,1
29282,"Áo rất đáng tiền, lên dáng ok màu đẹp.",1
29283,"Chất vải đẹp, đường may cẩn thận.",1
29284,Shop nhiệt tình .,1
29285,1 - Chất lượng sản phẩm tuyệt vời 👌.,1
29286,Chất lượng đẹp theo giá cả.,1
29287,Áo thun ôm body thun tốt.,1
29288,"Hàng ok đóng gói đẹp, rõ nét, mọi ng nên mua chi bé ^^.",1
29289,"Giao hàng chậm quá, ko sử dụng đc lúc cần.",-1
29290,Giá lại hạt dẻ.,1
29291,Mặc dù chờ hơi lâu nhưng sản phẩm rất tốt =))).,1
29292,"Chất lượng sản phẩm tuyệt vời, rất hay và bổ ích, người lớn chơi cùng cũng phải tập trubg hết sức.",1
29293,Đặt S giao M phải bóp.,-1
29294,Ai có ý định mua ở shop này thì tránh xa ra.,-1
29295,Sẽ ủng hộ shop dài dài.,1
29296,"chất vải mát nhẹ, ok, vừa ý.",1
29297,"shop gian lận,giao thiếu hàng,mà ko chiu trả cho khach. mọi người ko nên mua shop này.",1
29298,Chất vải so với giá ok.,1
29299,Chất vải được.,1
29300,"Mình rất hài lòng vs sản phẩm của shop, giá rẻ mà ưng ý lắm luoin.",1
29301,"Váy hợp lý giá tiền, màu trắng rất sáng ảnh, cho shop 5 sao.",1
29302,"Tuy nhiên hộp giày k chắc chắn nên bị móp, nhưng k sao.",1
29303,Giống hình.,1
29304,Chất lượng sản phẩm tạm ổn.,0
29305,"Sao găng tay thực phẩm cổ tay ngắn thế, chỉ đeo đủ bàn tay.",-1
29306,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh .,1
29307,Giao hang hoi lau.nhug do dep ok lam.,1
29308,Màu rất ưng.. lâu rồi mới mua đc 1 cây ưng ý.,1
29309,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,1
29310,Áo dáng ngắn chứ ko phải dáng dài như trên ảnh.,-1
29311,Vải hơi mỏq sp tạm đc.,0
29312,"Sản phẩm ok, riêng shipper giao hàng, ý thức thấp kém, nói chuyện với Khách hàng giọng điệu đe nẹt và như “mẹ thiên hạ”.",1
29313,"Set tất mở ra iu vô cùng, shop đóng gói lại đẹp mắt nữa.",1
29314,Với giá cả như vậy mà sở hữu một em như này quả thật đáng tiền.,1
29315,Chất vải đẹp.,1
29316,vì Chất lượng sản phẩm tuyệt vời.,1
29317,Chủ shop nc dễ thương.,1
29318,"Sản phẩm ko như mô tả ,hồng sen ko phải hồng cam.",-1
29319,Mặc bao mát 👍.,1
29320,Hàng đẹp lắm 2 mẫu mình chọn thấy vải dày hơn đợt mua ở shop khác ngoài Hn.,1
29321,Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền Rất không đáng tiền.,-1
29322,Hơi mỏng Nhưng phù hợp vs giá tiền.,1
29323,Cảm ơn chị chủ shop nhiệt tình 😘😘😘.,1
29324,"Hàng ổn, chất dày.",1
29325,Đóng nhầm hàg rất nhiều lần !,-1
29326,Nhận hàng lâu rồi mà giờ mới có đánh giá cho shop đây.,1
29327,Shop phục vụ rất tốt .,1
29328,Chất lượng sản phẩm tạm được.,0
29329,Sp đẹp.sp giống hình.,1
29330,Chất lượng sản phẩm tuyệt vời so với giá tiền.,1
29331,bán hàng ko đúng chất liệu hàng đăng.,-1
29332,"Mua lần 2,vẫn yêu như lần đầu,5 sao là điều k thể tránh khỏi :)))).",1
29333,Chất lượng sản phẩm tốt Đóng gói sản phẩm kém Thời gian giao hàng chậm.,1
29334,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn , quần size hơi nhỏ , nếu rộng chút thì tuyệt vời.",1
29335,Hơn nữa shop rất tinh tế trong đóng gói sp .,1
29336,giá rẻ chất lượng khá tốt!!!,1
29337,"Sả Shop phục vụ rất tốt, Rất đáng tiền.",1
29338,"Chất lượng sản phẩm tuyệt vời, giá tiền quá rẻ so vớii sản phẩm.",1
29339,Chất lượng sản phẩm đẹp.,1
29340,+ Shop rất ok.,1
29341,Hợp giá tiền.,1
29342,Shop ko nhiệt tình.,-1
29343,Áo bị bẩn một chút.,0
29344,áo hơi dày.,0
29345,Shop giao thiếu hàng nhưng rất có trách nhiệm.,1
29346,"Sản phẩm y hình, rất vừa ý ạ.",1
29347,Vải áo hơi mỏng nha shop.,1
29348,K ưng ý.,-1
29349,Size nhỏ.,0
29350,Tôi thấy hài lòng về sản phẩm.,1
29351,Áo đẹp .,1
29352,Hàng như hình.,1
29353,Dang tien.,1
29354,Giao hàng lâu nhưng đồ rất đẹp cả mẹ và bé.,1
29355,Thời gian giao hàng rất nhanh Thời gian giao hàng nhanh.,1
29356,Chất lượng rất tốt!,1
29357,Rất hợp ý mình.,1
29358,Sản phẩm quá ok so với tầm giá.,1
29359,"Hàng ok, có đều hơi rộng thôi, đẹp!!",1
29360,Giao hàng nhanh 👍 giá tiền ok.,1
29361,Chủ sh cũng khá nhanh nhạy và thân thiện.,1
29362,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt.,1
29363,May kh cẩn thận.,-1
29364,M rất ưng ý.,1
29365,"Chất áo miễn chê, mặc hok bị dăm hay sổ lông. mình rất thích.",1
29366,"Sp qua OK so voi gia tien, se tiep tuc ung ho shop!!!",1
29367,Cảm thấy vô cùng hài lòng cho 10 sao luôn.,1
29368,Giá tốt giày đẹp...,1
29369,Rất thất vọng vì nó ko giống hình Chất lượng sản phẩm tạm được.,-1
29370,"Chất lượng tốt, phù hợp với giá cả 😊😊😊.",1
29371,Hàng đẹp ❤❤❤❤❤.,1
29372,Sản phẩm ko mềm mịn như đầu dù đã mua gần 100 chiếc của shop.,-1
29373,quá tệ.,-1
29374,"Mình nhận dc hàng thực sự thất vọng, giá 3c cả Vc là 125 000 khoan nói về giá nhưng áo gia công cực ẩu .",-1
29375,Mình nghĩ áo này dành cho các bạn ngực bự thì có thể vì mập vì mang bầu tăng cân thì dây lưng nên dài hơn mới mặc vừa đc.,0
29376,"Đóng gói sản phẩm rất đẹp và chắc chắn,thời gian giao hàng rất nhanh.Nói chung sản phẩm rất đáng tiền.",1
29377,Giao hàng rất nhanh.,1
29378,Giày đẹp Chất lượng sản phẩm tuyệt vời.,1
29379,Ko phải cotton 100% nhưng vải và đường may vẫn ok.,1
29380,Tuyet.,1
29381,Size L vs size M bằng nhau.,-1
29382,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn áo rất đẹp vải cũng đẹp, sẽ ủng hộ shop nữa.",1
29383,Quần bị vích ra hai bên mông chứ kg đc ôm mông cho lắm.,0
29384,"-Hình in đẹp, nét, màu chuẩn và rõ.",1
29385,"Hàng đẹp như hình, shop phục vụ tốt!!",1
29386,Son lên màu đẹp lắm ạ 😍😍😍 ko khô môi mà vẫn lì!,1
29387,Giày hơi rộng so với size.,1
29388,"chất như vải màn, váy bị rách.",-1
29389,Đặt shop màu hồng mà shop ship cho màu vàng😡.,-1
29390,Thời gian giao hàng rất nhanh Shop phục vụ rất tốt ^^.,1
29391,"áo đẹp,form mặc ôm, Đóng gói sản phẩm rất đẹp và chắc chắn.",1
29392,Shop giao hàng nhầm màu cho tôi.Tôi yêu cầu đổi hàng thì nói bán lại.Tôi nói tôi gửi bưu điện rồi gửi hàng lại cho tôi thì chặn.Tôi muốn Shopee bảo vệ quyền lợi cho tôi.Tôi đặt màu Xám mà giao màu thế này nè.,-1
29393,"Thời gian giao hàng rất nhanh, áo khá tốt .. chưa mặc thử như tin tưởng.",1
29394,"Hàng rất ưng ý, đẹp.",1
29395,Hàng được.,1
29396,"Màu sắc ko giống hình , bị lem màu vàng có lẫn bụi đen !",-1
29397,Mọi người yên tâm mua nhé.,1
29398,Chất lượng sản phẩm tuyệt vời.,1
29399,"Chất liệu dày quá hơi cứng, mặc nóng, gây cảm giác ngột ngạt.",1
29400,Qua dep.,1
29401,Cũng bình thường quần dài rộng quá.,0
29402,Hang đẹp người ban rất nhiệt tinh.,1
29403,Chất liệu vải tốt.,1
29404,Shop rất nhiệt tình ạ.thanks.,1
29405,Nhưng k cần đổi :).,1
29406,Áo không như mong đợi cho lắm Đóng gói sản phẩm tạm được.,0
29407,Vải dày dặn co dãn nói chung váy đẹp đáng tiền.,1
29408,Áo chất lượng.hợp với giá tiền.phom rộng chút nữa thì mặc sẽ rất đẹp.,1
29409,"Bán hàng k có trách nhiệm, đặt 1 trắng 1 đen mà giao cho khách 2 đen, mình sợ giao nhầm đã nt riêng r v mà vẫn cố tình giao màu sai, đã v khi nhận đc hàng thì 1 cái bị bay màu hàng lỗi, đt khiếu nại thì chửi khách thậm tệ, có dấu hiệu LỪA ĐẢO nên cẩn thận Shop phục vụ rất kém.",-1
29410,Mỗi tội một cùng 1 set mà cái to cái nhỏ.,1
29411,Đóng gói sp rất tệ.,-1
29412,To lắm nhag.,0
29413,Shop gửi nhầm màu.,-1
29414,Vải tốt lắm.,1
29415,Ok nhưng shop lại đóng thiếu ốp lưng 😂😂😂😂😂.,1
29416,Giao hang rat nhanh.,1
29417,Chất lượng sản phẩm tuyệt vời Shop vô cùng nhiệt tình Tiếp tục đặt hàng ủng hộ shop.,1
29418,Rat hai long.,1
29419,Shop phục vụ thiếu chuyên nghiệp .,-1
29420,", đường may k chuẩn làm tuốt hết sợi của áo.",-1
29421,Áo may lỗi.,-1
29422,Nó ko đáng nhưng nhiều ng thì rất đáng...... mình lv vs Giao Hàng Nhanh.,-1
29423,"Áo đẹp hơn hình luôn, ưng cực kỳ, vải dày dặn mặc rất ấm, đường đan cũng đẹp, Rất đáng tiền.",1
29424,Size M mình 48kg mặc rộng.,-1
29425,"Size cho người <65kg nhưng tay ngắn và nhỏ, hợp với các bạn tầm 55kg mặc sẽ đẹp hơn.",1
29426,"Áo đỏ ok, còn áo màu xanh khui ra bị bẩn đủ chỗ, k biết giặt có ra k nữa.",0
29427,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.,1
29428,Giao hàng lâu!!,0
29429,Lần đầu mua hàng oline ưng ý đến vậy.,1
29430,Áo đẹp.,1
29431,"Chất lượng sản phẩm tuyệt vời, đẹp chắc chắn.",1
29432,Áo yeah ok.,1
29433,Xài tạm.,0
29434,Chất vải và đường may đẹp.,1
29435,"Vải mỏng k co giãn nhiều , váy rất dài 1m50 mặc qa gối tầm 5p , chất lượng phù hợp vs giá tiền.",0
29436,"Chị chủ rất tốt,rất có tâm,mình vừa nt nói đồ bị lỗi là c kêu chụp hình c coi rồi c đổi cái khác cho.Cách nói chuyện rất thật và lịch sự.E rất cảm động và thích cách buôn bán của c E sẽ ủng hộ shop chị lâu dài luôn.Váy thật sự rất đẹp luôn,e rất thích kiểu váy này.Rất đáng để mua.E cám ơn chị nhiều.",1
29437,Qua tệ.,-1
29438,Vãi đẹp ❤️❤️❤️❤️.,1
29439,Chất lượng sản phẩm tốt Shop phục vụ khá tốt.,-1
29440,Chất vải oki lắm nhưng gửi sai màu áo.,-1
